# Program:featureCounts v2.0.8; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-s" "2" "-p" "-T" "1" "-a" "raw_data/references/GCF_000002985.6_WBcel235_clean.gtf" "-o" "results/expression/featurecounts/Neg_1_2_gene_counts.tsv" "results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam
CELE_F47C10.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3856296;3856329;3856644;3856644;3856818;3856818;3857176;3857176;3857610;3857610;3857772;3857772	3856582;3856459;3856768;3856768;3856939;3856939;3857549;3857549;3857706;3857706;3857861;3857861	-;-;-;-;-;-;-;-;-;-;-;-	1095	4
CELE_F47C10.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3858435;3858777;3858947;3859528;3859939;3860099	3858714;3858901;3859068;3859892;3860035;3860243	-;-;-;-;-;-	1134	0
CELE_F47C10.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3860939;3861387;3861567;3861912;3862075;3862678;3862814	3861330;3861511;3861694;3862022;3862328;3862771;3862951	-;-;-;-;-;-;-	1242	4
CELE_C17E7.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3866556;3866933;3867629;3867803;3868511	3866797;3867057;3867756;3867913;3869005	-;-;-;-;-	1101	6
CELE_C17E7.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3871177;3871632;3871956;3872733	3871553;3871893;3872066;3873216	-;-;-;-	1234	12
CELE_C17E7.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3875245;3875321;3876077;3876077;3876387;3876387;3876574;3876574;3876889;3876889;3878228	3875571;3875571;3876338;3876338;3876497;3876497;3876839;3876839;3876958;3876982;3878323	-;-;-;-;-;-;-;-;-;-;-	1156	4
CELE_C17E7.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3880798;3882032;3882521;3882521;3882826;3882826;3883183;3883183;3885861;3885861;3886120;3886120	3881136;3882339;3882770;3882770;3882948;3882948;3883484;3883484;3885969;3885969;3886204;3886200	-;-;-;-;-;-;-;-;-;-;-;-	1516	6
CELE_C17E7.15	NC_003283.11	3880987	3881007	-	21	0
CELE_C17E7.14	NC_003283.11	3885045	3885065	-	21	0
CELE_C17E7.13	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3887563;3888059;3888196;3888859;3889069	3888005;3888152;3888349;3889024;3889288	-;-;-;-;-	1077	15
CELE_C17E7.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3889161;3889236;3889626;3889626;3889760;3889760;3889979;3889979;3890163;3890662;3890662	3889575;3889575;3889707;3889707;3889931;3889931;3890105;3890105;3890246;3890861;3890861	-;-;-;-;-;-;-;-;-;-;-	1080	678
CELE_C17E7.12	NC_003283.11;NC_003283.11	3890964;3891888	3891219;3892019	-;-	388	528
CELE_C17E7.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3892854;3892987;3894069;3894391	3892936;3893622;3894345;3894573	+;+;+;+	1179	1585
CELE_C17E7.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3894961;3895753;3895802;3896389;3896389;3896598;3896598;3896994;3896994;3897437;3897437;3897629;3897629;3898086;3898086	3895058;3895910;3895910;3896457;3896457;3896750;3896750;3897163;3897163;3897570;3897570;3897701;3897701;3898208;3898208	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	978	18
CELE_C17E7.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3898800;3899003;3899248;3899653;3899831;3900106	3898955;3899070;3899608;3899789;3900064;3900202	-;-;-;-;-;-	1053	0
CELE_C17E7.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3900497;3900959;3901334;3901745;3902031;3902160;3902367	3900654;3901271;3901472;3901876;3902109;3902247;3902558	-;-;-;-;-;-;-	1101	0
CELE_C17E7.2	NC_003283.11;NC_003283.11;NC_003283.11	3903107;3903814;3904060	3903431;3904004;3904545	+;+;+	1002	0
CELE_C17E7.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3906106;3906313;3906430;3906532;3907712;3907959;3908277	3906256;3906375;3906488;3906905;3907905;3908226;3908452	+;+;+;+;+;+;+	1285	36
CELE_T20C7.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3909098;3909180;3909388;3910353;3910575;3910693;3910820	3909136;3909340;3909607;3910526;3910691;3910773;3910945	+;+;+;+;+;+;+	918	0
CELE_K07C6.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3912772;3912894;3913633;3913907;3913975;3914134;3914134;3914383;3914383	3912844;3913054;3913853;3914079;3914079;3914333;3914333;3914577;3914491	+;+;+;+;+;+;+;+;+	1023	14
CELE_K07C6.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3916780;3917420;3917608;3917879;3918098;3918344	3916877;3917561;3917828;3918051;3918294;3918538	+;+;+;+;+;+	1026	0
CELE_K07C6.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3919589;3920022;3920290;3920713	3919788;3920242;3920662;3920825	+;+;+;+	907	0
CELE_K07C6.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3921935;3922185;3922457;3922877	3922134;3922405;3922829;3922964	+;+;+;+	882	0
CELE_K07C6.13	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3923376;3923518;3923765;3923983;3924248;3926415;3926610	3923471;3923717;3923937;3924203;3924300;3926524;3926642	-;-;-;-;-;-;-	886	0
CELE_K07C6.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3929399;3929616;3929831;3930100;3930323;3930567	3929440;3929776;3930051;3930272;3930522;3930678	+;+;+;+;+;+	909	0
CELE_K07C6.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3931626;3932417;3932689;3933286	3931825;3932637;3933061;3933394	+;+;+;+	903	0
CELE_K07C6.15	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3933960;3934068;3934483;3934751	3934064;3934438;3934703;3934950	-;-;-;-	897	0
CELE_K07C6.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3936326;3936819;3937033;3937212;3937597;3937772;3938300	3936575;3936963;3937165;3937514;3937707;3938258;3938597	+;+;+;+;+;+;+	1727	358
CELE_K07C6.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3939032;3939355;3939545;3940095;3941053	3939306;3939499;3939677;3941004;3941237	+;+;+;+;+	1648	294
CELE_K07C6.16	NC_003283.11	3939357	3939458	-	102	0
CELE_K07C6.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3942160;3942436;3942836;3943372;3944326	3942394;3942580;3942968;3944281;3944523	+;+;+;+;+	1621	30
CELE_K07C6.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3945353;3945577;3945774;3945951;3946913	3945532;3945721;3945906;3946860;3947044	+;+;+;+;+	1500	4
CELE_K07C6.17	NC_003283.11	3945610	3945679	-	70	0
CELE_K07C6.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3947365;3947681;3947884;3948499;3948722	3947508;3947838;3948160;3948666;3948952	+;+;+;+;+	978	0
CELE_T09H2.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3950023;3950193;3950722;3950892;3951127;3951290;3951553	3950147;3950568;3950845;3951073;3951243;3951500;3952097	+;+;+;+;+;+;+	1680	1018
CELE_T09H2.2	NC_003283.11	3951152	3951259	-	108	4
CELE_B0213.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3954039;3954362;3954615;3954942;3955292	3954312;3954440;3954888;3955248;3955460	+;+;+;+;+	1103	0
CELE_B0213.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3955701;3955949;3956275;3956530;3956701;3957179;3957601	3955900;3956221;3956485;3956646;3957006;3957554;3957708	-;-;-;-;-;-;-	1591	124
CELE_B0213.21	NC_003283.11	3956514	3956618	+	105	0
CELE_B0213.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3958160;3958166;3958239;3958414;3958414;3958414;3958733;3958733;3958733;3959436;3959436;3959436;3959603;3959603;3959603;3959970;3959970;3959970;3961108	3958370;3958370;3958370;3958686;3958686;3958686;3958943;3958943;3958943;3959552;3959552;3959552;3959908;3959908;3959908;3960256;3960347;3960345;3961335	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1724	38
CELE_B0213.22	NC_003283.11	3959420	3959524	+	105	0
CELE_B0213.20	NC_003283.11	3959774	3959794	+	21	0
CELE_B0213.12	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3961681;3961941;3962363;3962623;3962792;3963312;3963734	3961894;3962213;3962573;3962739;3963097;3963687;3963815	-;-;-;-;-;-;-	1579	24
CELE_B0213.23	NC_003283.11	3962607	3962711	+	105	0
CELE_B0213.14	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3964797;3965049;3966582;3966838;3967004;3967728	3965001;3965321;3966792;3966954;3967685;3967823	-;-;-;-;-;-	1584	333
CELE_B0213.25	NC_003283.11	3965638	3965703	+	66	0
CELE_B0213.18	NC_003283.11	3966822	3966927	+	106	0
CELE_B0213.15	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3968134;3968135;3968234;3968234;3968420;3968420;3969076;3969076;3969339;3969339;3969508;3969508;3969972;3969972;3970403;3970403	3968368;3968692;3968644;3968368;3968644;3968692;3969286;3969286;3969455;3969455;3969813;3969813;3970347;3970347;3970499;3970540	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1707	7012
CELE_B0213.24	NC_003283.11	3969326	3969427	+	102	3
CELE_B0213.16	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3970702;3970955;3971759;3972015;3972482;3972909	3970906;3971227;3971969;3972437;3972857;3972991	-;-;-;-;-;-	1571	929
CELE_B0213.19	NC_003283.11	3974385	3974405	-	21	0
CELE_B0213.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3974661;3974902;3975030;3975390;3975645;3975767;3976125	3974852;3974983;3975108;3975597;3975719;3976079;3976264	+;+;+;+;+;+;+	1089	0
CELE_B0213.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3977264;3977508;3977636;3977767;3978016;3978137;3978759	3977455;3977589;3977714;3977974;3978090;3978449;3978811	+;+;+;+;+;+;+	1002	0
CELE_B0213.17	NC_003283.11;NC_003283.11	3978825;3979044	3978997;3979134	-;-	264	291
CELE_B0213.6	NC_003283.11;NC_003283.11	3980055;3980386	3980268;3980622	+;+	451	941
CELE_B0213.5	NC_003283.11;NC_003283.11	3982356;3982521	3982472;3982741	+;+	338	119
CELE_B0213.4	NC_003283.11;NC_003283.11	3984425;3984607	3984537;3984847	+;+	354	1463
CELE_B0213.3	NC_003283.11;NC_003283.11	3987900;3988107	3988024;3988316	+;+	335	2247
CELE_B0213.2	NC_003283.11;NC_003283.11	3989378;3989580	3989502;3989770	+;+	316	1369
CELE_K09D9.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3992628;3993346;3993590;3993745;3994026	3992855;3993537;3993676;3993969;3994148	-;-;-;-;-	855	0
CELE_K09D9.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3994780;3994923;3995166;3995394;3995663;3995888	3994876;3995122;3995338;3995614;3995823;3995938	-;-;-;-;-;-	903	0
CELE_K09D9.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	3997124;3997318;3997507;3998700;3998844;3999119;3999321;3999729;4000183;4000717;4001396	3997267;3997457;3997822;3998800;3999068;3999233;3999682;4000140;4000303;4001345;4001465	-;-;-;-;-;-;-;-;-;-;-	2635	8
CELE_K09D9.12	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4002327;4002755;4002961;4003183;4003375;4003512;4003776;4003989	4002667;4002915;4003130;4003322;4003464;4003725;4003940;4004309	-;-;-;-;-;-;-;-	1602	269
CELE_K09D9.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4005519;4006521;4006919;4007207;4007333	4005736;4006860;4007152;4007285;4007565	+;+;+;+;+	1104	2
CELE_K09D9.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4008227;4008691;4009081;4009502;4009634	4008396;4009030;4009314;4009580;4009818	+;+;+;+;+	1008	0
CELE_K09D9.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4010470;4010687;4011212;4011663;4011791	4010639;4011026;4011445;4011741;4011966	+;+;+;+;+	999	0
CELE_K09D9.5	NC_003283.11;NC_003283.11;NC_003283.11	4013021;4013294;4014169	4013291;4013513;4014628	+;+;+	951	0
CELE_K09D9.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4015587;4015823;4016212;4016763	4015756;4016165;4016445;4016938	+;+;+;+	923	0
CELE_K09D9.13	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4017080;4017196;4018120;4018562;4018834	4017147;4017405;4018519;4018776;4019026	+;+;+;+;+	1086	0
CELE_K09D9.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4019488;4019701;4020054;4020422	4019649;4019984;4020363;4020601	+;+;+;+	936	0
CELE_K09D9.14	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4020656;4021059;4021317;4021617	4020865;4021270;4021567;4021876	-;-;-;-	933	0
CELE_K09D9.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4022609;4022873;4023063;4023238;4023592;4023762;4024295	4022828;4023017;4023195;4023540;4023702;4024248;4024482	+;+;+;+;+;+;+	1587	1586
CELE_K09D9.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4025047;4025173;4025569;4026081	4025126;4025504;4026031;4026212	+;+;+;+	1007	128
CELE_C49G7.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4031619;4031855;4032044;4032219;4032567;4032724;4033262	4031806;4031999;4032176;4032521;4032677;4033210;4033446	+;+;+;+;+;+;+	1552	217
CELE_C49G7.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4034476;4034546;4034966;4035358;4035861	4034509;4034581;4035309;4035805;4036025	+;+;+;+;+	1027	58
CELE_C49G7.13	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4036111;4036217;4036817;4036975;4037486;4037652;4037843;4037955	4036171;4036445;4036926;4037182;4037601;4037791;4037904;4038054	+;+;+;+;+;+;+;+	1026	6
CELE_C49G7.12	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4038410;4038935;4039029;4039286;4039286;4039767;4039767	4038853;4039236;4039236;4039718;4039718;4039940;4039869	+;+;+;+;+;+;+	1353	44
CELE_C49G7.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4040409;4040453;4040584;4040584;4041096;4041096;4041969	4040531;4040531;4041028;4041028;4041333;4041427;4042021	-;-;-;-;-;-;-	953	176
CELE_C49G7.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4042181;4042593;4042968;4043453	4042426;4042921;4043406;4043601	+;+;+;+	1163	160
CELE_C49G7.4	NC_003283.11;NC_003283.11;NC_003283.11	4043933;4044104;4044412	4044051;4044365;4044951	+;+;+	921	468
CELE_C49G7.3	NC_003283.11;NC_003283.11;NC_003283.11	4046422;4046592;4046901	4046540;4046853;4047433	+;+;+	914	2815
CELE_C49G7.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4047841;4048208;4048833;4049179	4048159;4048401;4049136;4049354	+;+;+;+	993	0
CELE_C49G7.14	NC_003283.11;NC_003283.11;NC_003283.11	4051417;4051847;4052246	4051467;4051995;4052327	+;+;+	282	0
CELE_C49G7.11	NC_003283.11;NC_003283.11;NC_003283.11	4054074;4054450;4054978	4054348;4054720;4055125	-;-;-	694	26
CELE_D1065.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4056165;4056362;4056547;4057468;4057628;4057896;4058072;4058490;4058971;4059868;4062009;4062147	4056311;4056501;4056862;4057568;4057852;4058010;4058442;4058921;4059091;4061480;4062095;4062184	-;-;-;-;-;-;-;-;-;-;-;-	3706	6
CELE_D1065.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4062497;4063132;4063362;4068181;4068301	4062803;4063316;4063517;4068258;4068573	+;+;+;+;+	999	0
CELE_D1065.6	NC_003283.11;NC_003283.11	4064168;4066144	4064181;4066210	-;-	81	73
CELE_D1065.7	NC_003283.11;NC_003283.11	4066530;4066941	4066591;4067073	+;+	195	2
CELE_D1065.8	NC_003283.11;NC_003283.11	4066850;4067746	4066984;4067804	-;-	194	0
CELE_D1065.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4069424;4069646;4069852;4070983;4071215	4069593;4069796;4069952;4071167;4071542	-;-;-;-;-	935	8
CELE_D1065.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4073755;4074110;4074172;4074274;4074274;4074640;4074640;4074834;4074834;4075445;4075445;4076646;4076646;4076647;4077337;4077337;4077337	4073779;4074230;4074230;4074593;4074593;4074788;4074788;4074932;4074932;4076148;4076148;4076746;4076746;4076746;4077548;4077548;4077573	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1756	6
CELE_D1065.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4078061;4078344;4078570;4079492;4079492;4080995;4081224	4078525;4078525;4078754;4079890;4079813;4081174;4081383	-;-;-;-;-;-;-	1389	0
CELE_F38H12.6	NC_003283.11	4080247	4080267	+	21	0
CELE_F38H12.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4081228;4081514;4081663;4082591;4082828;4082958	4081464;4081615;4081869;4082748;4082907;4083052	-;-;-;-;-;-	879	0
CELE_F38H12.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4095040;4095363;4097628;4097629;4097884;4097884;4099443;4099443;4099521;4100062;4100062;4100062	4095292;4095428;4097760;4097760;4098310;4098310;4099555;4099555;4099555;4100485;4100233;4100541	+;+;+;+;+;+;+;+;+;+;+;+	1472	210
CELE_F38H12.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4101867;4102332;4102940;4103088;4103728	4102055;4102700;4103041;4103257;4103893	+;+;+;+;+	996	0
CELE_F38H12.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4104598;4105031;4105649;4105795;4106079	4104786;4105399;4105750;4105964;4106244	+;+;+;+;+	996	0
CELE_T05B4.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4106373;4106468;4106655;4107406;4108093	4106420;4106609;4106878;4108003;4108138	-;-;-;-;-	1058	0
CELE_T05B4.14	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4108662;4108925;4109603;4109739	4108857;4109090;4109688;4109973	-;-;-;-	683	0
CELE_T05B4.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4110634;4110685;4110862;4111882;4112525	4110638;4110812;4111085;4112479;4112616	-;-;-;-;-	1047	0
CELE_T05B4.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4113335;4113444;4113629;4113994;4114636	4113397;4113585;4113852;4114591;4114727	-;-;-;-;-	1119	0
CELE_T05B4.8	NC_003283.11;NC_003283.11;NC_003283.11	4115089;4115636;4116048	4115583;4115894;4116171	-;-;-	878	4
CELE_T05B4.19	NC_003283.11	4115228	4115284	+	57	0
CELE_T05B4.18	NC_003283.11	4116684	4116741	+	58	0
CELE_T05B4.9	NC_003283.11;NC_003283.11;NC_003283.11	4117585;4118025;4118331	4117976;4118283;4118432	-;-;-	753	0
CELE_T05B4.10	NC_003283.11;NC_003283.11;NC_003283.11	4119890;4120325;4120628	4120281;4120583;4120729	-;-;-	753	0
CELE_T05B4.11	NC_003283.11;NC_003283.11;NC_003283.11	4121489;4122051;4122368	4121996;4122309;4122515	-;-;-	915	44
CELE_T05B4.12	NC_003283.11;NC_003283.11;NC_003283.11	4123171;4123773;4124773	4123717;4124028;4126034	-;-;-	2065	2
CELE_T05B4.17	NC_003283.11	4123780	4124153	+	374	0
CELE_T05B4.13	NC_003283.11;NC_003283.11;NC_003283.11	4126319;4127127;4127443	4126716;4127388;4127535	-;-;-	753	2
CELE_T05B4.16	NC_003283.11	4127284	4127432	+	149	0
CELE_T05B4.4	NC_003283.11;NC_003283.11;NC_003283.11	4127868;4128299;4129205	4127960;4128601;4129602	+;+;+	794	2
CELE_T05B4.15	NC_003283.11	4128356	4128505	-	150	0
CELE_T05B4.3	NC_003283.11;NC_003283.11;NC_003283.11	4129904;4130087;4130403	4130027;4130348;4130909	+;+;+	893	188
CELE_T05B4.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4131889;4132689;4133204;4133358;4133513;4133869;4134035;4134618	4132019;4132846;4133310;4133462;4133814;4133984;4134189;4135102	+;+;+;+;+;+;+;+	1559	123
CELE_T05B4.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4135028;4135120;4135267;4136266;4136472;4136577;4136692;4137557;4137803;4137947;4138705	4135043;4135215;4135358;4136420;4136520;4136642;4136814;4137757;4137896;4138073;4138825	+;+;+;+;+;+;+;+;+;+;+	1140	2
CELE_Y45G5AL.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4138988;4139040;4139597;4139597;4139889;4139889;4140161;4140161;4140321;4140327;4140623;4140623;4140737;4140737;4141452;4141452;4142095;4142095;4143024;4143024	4139121;4139121;4139692;4139692;4140019;4140019;4140270;4140270;4140372;4140372;4140688;4140688;4140859;4140859;4141746;4141746;4142239;4142239;4143120;4143146	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1275	12
CELE_Y45G5AL.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4144505;4144505;4144761;4144767;4145838;4145838;4146020;4146020;4147178;4147178	4144718;4144718;4144929;4144929;4145970;4145970;4146258;4146258;4147571;4147581	+;+;+;+;+;+;+;+;+;+	1159	2659
CELE_Y45G5AM.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4147550;4147706;4148366;4148366;4149255;4149413;4150074;4150721;4150906;4152103	4147882;4147882;4148437;4148484;4149364;4149541;4150317;4150801;4150984;4152300	-;-;-;-;-;-;-;-;-;-	1293	171
CELE_Y45G5AM.11	NC_003283.11	4157558	4157631	+	74	0
CELE_Y45G5AM.5	NC_003283.11	4160386	4160889	+	504	164
CELE_Y45G5AM.10	NC_003283.11	4161612	4161725	+	114	0
CELE_Y45G5AM.4	NC_003283.11	4163222	4163611	+	390	0
CELE_Y45G5AM.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4164554;4164606;4164831;4164831;4165826;4165826;4166575;4166575	4164674;4164674;4165191;4165191;4166526;4166526;4166758;4166825	+;+;+;+;+;+;+;+	1434	226
CELE_Y45G5AM.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4166635;4166853;4167707;4167707;4168809;4168961;4169605;4169722	4167019;4167019;4167797;4168052;4168907;4169561;4169664;4170238	-;-;-;-;-;-;-;-	2008	2077
